seq,time_ms,state,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_hpa,altitude_m,batt_mv,gps_fix,lat_deg,lon_deg,crc16
415,41500,DESCENT,0.020,0.020,0.828,1.403,-0.695,-0.685,957.73,472.86,8234,1,34.000622,-81.000498,79A5
416,41600,DESCENT,0.010,0.018,0.831,1.328,-0.694,-0.652,957.88,471.50,8234,1,34.000624,-81.000499,48A6
417,41700,DESCENT,0.017,0.017,0.826,1.389,-0.643,-0.722,958.04,470.13,8234,1,34.000625,-81.000500,C444
418,41800,DESCENT,0.015,0.019,0.826,1.288,-0.596,-0.668,958.20,468.74,8233,1,34.000627,-81.000502,A26D
419,41900,DESCENT,0.014,0.015,0.828,1.333,-0.560,-0.662,958.36,467.34,8233,1,34.000628,-81.000503,86D0
420,42000,DESCENT,0.014,0.021,0.834,1.279,-0.524,-0.735,958.52,465.92,8232,1,34.000630,-81.000504,5359
421,42100,DESCENT,0.012,0.012,0.844,1.220,-0.434,-0.714,958.69,464.49,8232,1,34.000631,-81.000505,8350
422,42200,DESCENT,0.021,0.012,0.872,1.257,-0.403,-0.744,958.86,463.04,8232,1,34.000633,-81.000506,14E0
423,42300,DESCENT,0.017,0.016,0.839,1.132,-0.380,-0.705,959.02,461.57,8231,1,34.000634,-81.000508,4774
424,42400,DESCENT,0.007,0.017,0.857,1.143,-0.367,-0.777,959.19,460.09,8231,1,34.000636,-81.000509,99F4
425,42500,DESCENT,0.013,0.010,0.853,1.128,-0.267,-0.773,959.36,458.60,8230,1,34.000638,-81.000510,E9B4
426,42600,DESCENT,0.008,0.018,0.849,1.111,-0.271,-0.752,959.54,457.09,8230,1,34.000639,-81.000511,A679
427,42700,DESCENT,-0.002,0.026,0.873,0.997,-0.236,-0.753,959.71,455.57,8230,1,34.000641,-81.000512,B0B4
428,42800,DESCENT,0.008,0.017,0.868,1.041,-0.129,-0.746,959.89,454.03,8229,1,34.000642,-81.000514,0498
429,42900,DESCENT,0.004,0.021,0.883,0.987,-0.124,-0.757,960.07,452.48,8229,1,34.000644,-81.000515,FD9C
430,43000,DESCENT,-0.000,0.013,0.872,0.893,-0.066,-0.736,960.25,450.92,8228,1,34.000645,-81.000516,BDEC
431,43100,DESCENT,-0.006,0.011,0.872,0.896,-0.066,-0.765,960.43,449.34,8228,1,34.000647,-81.000517,8C7D
432,43200,DESCENT,-0.004,0.008,0.906,0.802,0.019,-0.815,960.61,447.75,8228,1,34.000648,-81.000518,4DA9
433,43300,DESCENT,0.001,0.018,0.909,0.822,0.038,-0.813,960.80,446.14,8227,1,34.000650,-81.000520,012D
434,43400,DESCENT,0.003,0.003,0.888,0.747,0.073,-0.817,960.98,444.52,8227,1,34.000651,-81.000521,51D5
435,43500,DESCENT,0.001,0.004,0.879,0.727,0.158,-0.837,961.17,442.89,8226,1,34.000653,-81.000522,666E
436,43600,DESCENT,-0.004,0.014,0.912,0.612,0.143,-0.817,961.36,441.24,8226,1,34.000654,-81.000523,2291
437,43700,DESCENT,-0.014,0.013,0.920,0.623,0.234,-0.845,961.55,439.58,8226,1,34.000656,-81.000524,8A1B
438,43800,DESCENT,-0.016,-0.002,0.912,0.530,0.287,-0.770,961.74,437.91,8225,1,34.000657,-81.000526,31C1
439,43900,DESCENT,-0.011,-0.003,0.911,0.465,0.339,-0.840,961.94,436.23,8225,1,34.000659,-81.000527,5245
440,44000,DESCENT,-0.017,0.008,0.907,0.406,0.334,-0.806,962.13,434.53,8224,1,34.000660,-81.000528,92FC
441,44100,DESCENT,-0.004,0.003,0.898,0.424,0.379,-0.769,962.33,432.82,8224,1,34.000661,-81.000529,EE7F
442,44200,DESCENT,-0.011,0.001,0.879,0.322,0.393,-0.805,962.53,431.10,8224,1,34.000663,-81.000530,A588
443,44300,DESCENT,-0.015,-0.006,0.902,0.336,0.471,-0.836,962.73,429.37,8223,1,34.000664,-81.000532,C2F1
444,44400,DESCENT,-0.012,0.003,0.890,0.274,0.483,-0.835,962.93,427.62,8223,1,34.000666,-81.000533,1A88
445,44500,DESCENT,-0.022,0.010,0.878,0.246,0.564,-0.832,963.13,425.87,8222,1,34.000667,-81.000534,D53E
446,44600,DESCENT,-0.017,-0.005,0.893,0.135,0.553,-0.833,963.34,424.10,8222,1,34.000669,-81.000535,CEDF
447,44700,DESCENT,-0.012,0.007,0.883,0.055,0.623,-0.829,963.54,422.32,8222,1,34.000670,-81.000536,7502
448,44800,DESCENT,-0.015,0.006,0.885,0.089,0.652,-0.789,963.75,420.53,8221,1,34.000672,-81.000538,027E
449,44900,DESCENT,-0.011,0.001,0.847,-0.032,0.736,-0.740,963.96,418.72,8221,1,34.000673,-81.000539,8EC6
450,45000,DESCENT,-0.022,-0.012,0.847,-0.068,0.773,-0.819,964.17,416.91,8220,1,34.000675,-81.000540,EA48
451,45100,DESCENT,-0.025,-0.013,0.858,-0.158,0.766,-0.774,964.38,415.08,8220,1,34.000676,-81.000541,7164
452,45200,DESCENT,-0.019,-0.004,0.818,-0.137,0.778,-0.731,964.59,413.25,8220,1,34.000678,-81.000542,0821
453,45300,DESCENT,-0.012,-0.013,0.833,-0.257,0.788,-0.749,964.80,411.40,8219,1,34.000679,-81.000544,F51A
454,45400,DESCENT,-0.013,-0.005,0.805,-0.257,0.891,-0.757,965.02,409.55,8219,1,34.000681,-81.000545,E459
455,45500,DESCENT,-0.016,-0.002,0.813,-0.351,0.885,-0.753,965.23,407.68,8218,1,34.000683,-81.000546,D222
456,45600,DESCENT,-0.017,-0.003,0.808,-0.361,0.858,-0.736,965.45,405.80,8218,1,34.000684,-81.000547,4243
457,45700,DESCENT,-0.009,-0.002,0.835,-0.469,0.949,-0.766,965.67,403.92,8218,1,34.000686,-81.000548,A160
458,45800,DESCENT,-0.021,-0.005,0.796,-0.516,0.980,-0.692,965.88,402.02,8217,1,34.000687,-81.000550,C954
459,45900,DESCENT,-0.010,-0.022,0.803,-0.559,0.993,-0.690,966.11,400.11,8217,1,34.000689,-81.000551,0B2E
460,46000,DESCENT,-0.023,-0.007,0.787,-0.552,1.001,-0.745,966.33,398.20,8216,1,34.000690,-81.000552,B39B
461,46100,DESCENT,-0.021,-0.021,0.783,-0.665,1.015,-0.666,966.55,396.27,8216,1,34.000692,-81.000553,D5D3
462,46200,DESCENT,-0.011,-0.024,0.781,-0.668,0.985,-0.667,966.77,394.33,8216,1,34.000693,-81.000554,AFB6
463,46300,DESCENT,-0.004,-0.014,0.803,-0.719,1.024,-0.639,967.00,392.39,8215,1,34.000695,-81.000556,C55A
464,46400,DESCENT,-0.011,-0.011,0.779,-0.712,1.065,-0.609,967.22,390.44,8215,1,34.000696,-81.000557,D1E9
465,46500,DESCENT,-0.001,-0.023,0.789,-0.768,1.095,-0.691,967.45,388.47,8214,1,34.000698,-81.000558,32B0
466,46600,DESCENT,-0.017,-0.009,0.790,-0.818,1.115,-0.659,967.68,386.50,8214,1,34.000699,-81.000559,6C27
467,46700,DESCENT,-0.007,-0.009,0.775,-0.847,1.072,-0.614,967.91,384.52,8214,1,34.000701,-81.000560,7CF1
468,46800,DESCENT,-0.002,-0.012,0.774,-0.977,1.080,-0.598,968.14,382.54,8213,1,34.000702,-81.000562,B9FA
469,46900,DESCENT,-0.006,-0.024,0.772,-0.977,1.065,-0.621,968.37,380.54,8213,1,34.000704,-81.000563,A638
470,47000,DESCENT,0.005,-0.013,0.741,-0.992,1.102,-0.629,968.60,378.54,8212,1,34.000705,-81.000564,B039
471,47100,DESCENT,0.002,-0.013,0.737,-1.055,1.063,-0.542,968.83,376.52,8212,1,34.000706,-81.000565,8996
472,47200,DESCENT,-0.004,-0.022,0.782,-1.048,1.118,-0.600,969.07,374.50,8212,1,34.000708,-81.000566,C49D
473,47300,DESCENT,0.002,-0.019,0.762,-1.147,1.108,-0.587,969.30,372.48,8211,1,34.000709,-81.000568,681B
474,47400,DESCENT,-0.002,-0.017,0.750,-1.136,1.089,-0.565,969.54,370.44,8211,1,34.000711,-81.000569,B43D
475,47500,DESCENT,0.003,-0.024,0.769,-1.161,1.076,-0.471,969.78,368.40,8210,1,34.000712,-81.000570,578F
476,47600,DESCENT,0.010,-0.015,0.749,-1.204,1.066,-0.472,970.01,366.35,8210,1,34.000714,-81.000571,5CD6
477,47700,DESCENT,0.013,-0.026,0.744,-1.274,1.103,-0.474,970.25,364.29,8210,1,34.000715,-81.000572,385C
478,47800,DESCENT,0.005,-0.024,0.787,-1.325,1.021,-0.509,970.49,362.22,8209,1,34.000717,-81.000574,F399
479,47900,DESCENT,0.019,-0.007,0.775,-1.315,1.005,-0.419,970.73,360.15,8209,1,34.000718,-81.000575,8538
480,48000,DESCENT,0.011,-0.020,0.777,-1.299,1.077,-0.399,970.97,358.08,8208,1,34.000720,-81.000576,CEED
481,48100,DESCENT,0.014,-0.009,0.791,-1.378,0.987,-0.366,971.21,355.99,8208,1,34.000721,-81.000577,64C6
482,48200,DESCENT,0.018,-0.008,0.794,-1.381,1.017,-0.373,971.46,353.90,8208,1,34.000723,-81.000578,72FA
483,48300,DESCENT,0.020,-0.006,0.811,-1.397,0.954,-0.384,971.70,351.80,8207,1,34.000724,-81.000580,C061
484,48400,DESCENT,0.011,-0.019,0.825,-1.425,1.005,-0.354,971.95,349.70,8207,1,34.000726,-81.000581,703C
485,48500,DESCENT,0.026,-0.019,0.790,-1.417,0.987,-0.341,972.19,347.59,8206,1,34.000728,-81.000582,D283
486,48600,DESCENT,0.014,-0.020,0.818,-1.401,0.955,-0.274,972.44,345.48,8206,1,34.000729,-81.000583,262C
487,48700,DESCENT,0.018,-0.003,0.798,-1.446,0.888,-0.336,972.68,343.35,8206,1,34.000731,-81.000584,B9F8
488,48800,DESCENT,0.024,-0.009,0.809,-1.479,0.854,-0.314,972.93,341.23,8205,1,34.000732,-81.000586,BCAE
489,48900,DESCENT,0.023,-0.005,0.834,-1.442,0.803,-0.253,973.18,339.10,8205,1,34.000734,-81.000587,6E7E
490,49000,DESCENT,0.011,-0.006,0.824,-1.511,0.834,-0.278,973.43,336.96,8204,1,34.000735,-81.000588,7D75
491,49100,DESCENT,0.017,-0.003,0.820,-1.478,0.818,-0.227,973.67,334.82,8204,1,34.000737,-81.000589,073A
492,49200,DESCENT,0.019,0.003,0.875,-1.496,0.718,-0.187,973.92,332.67,8204,1,34.000738,-81.000590,8598
493,49300,DESCENT,0.023,-0.007,0.851,-1.516,0.707,-0.191,974.17,330.52,8203,1,34.000740,-81.000592,7F15
494,49400,DESCENT,0.022,0.005,0.853,-1.457,0.674,-0.125,974.43,328.36,8203,1,34.000741,-81.000593,EA89
495,49500,DESCENT,0.011,-0.005,0.851,-1.506,0.667,-0.170,974.68,326.20,8202,1,34.000743,-81.000594,15EE
496,49600,DESCENT,0.016,-0.005,0.872,-1.477,0.633,-0.155,974.93,324.04,8202,1,34.000744,-81.000595,C280
497,49700,DESCENT,0.009,0.004,0.886,-1.448,0.570,-0.087,975.18,321.87,8202,1,34.000746,-81.000596,FDFD
498,49800,DESCENT,0.020,0.007,0.907,-1.498,0.570,-0.105,975.44,319.69,8201,1,34.000747,-81.000598,D6CC
499,49900,DESCENT,0.012,0.002,0.905,-1.440,0.490,-0.091,975.69,317.52,8201,1,34.000749,-81.000599,8783
500,50000,DESCENT,0.010,0.005,0.912,-1.506,0.432,-0.094,975.94,315.34,8200,1,34.000750,-81.000600,E4C3
501,50100,DESCENT,0.023,0.014,0.868,-1.422,0.435,-0.036,976.20,313.15,8200,1,34.000751,-81.000601,B494
502,50200,DESCENT,0.021,0.008,0.909,-1.453,0.379,0.007,976.45,310.96,8200,1,34.000753,-81.000602,7805
503,50300,DESCENT,0.014,0.016,0.901,-1.374,0.303,-0.028,976.71,308.77,8199,1,34.000754,-81.000604,DFF7
504,50400,DESCENT,0.019,0.003,0.895,-1.418,0.303,0.007,976.96,306.58,8199,1,34.000756,-81.000605,BEBB
505,50500,DESCENT,0.008,0.012,0.903,-1.401,0.243,0.015,977.22,304.38,8198,1,34.000757,-81.000606,D1BB
506,50600,DESCENT,0.008,0.019,0.900,-1.396,0.228,0.064,977.48,302.18,8198,1,34.000759,-81.000607,5062
507,50700,DESCENT,0.007,0.019,0.905,-1.375,0.121,0.134,977.73,299.97,8198,1,34.000760,-81.000608,52AC
508,50800,DESCENT,0.002,0.008,0.911,-1.285,0.124,0.143,977.99,297.77,8197,1,34.000762,-81.000610,CAFC
509,50900,DESCENT,-0.005,0.004,0.876,-1.324,0.094,0.142,978.25,295.56,8197,1,34.000763,-81.000611,57F2
510,51000,DESCENT,0.004,0.013,0.879,-1.255,-0.020,0.186,978.51,293.35,8196,1,34.000765,-81.000612,D8BE
511,51100,DESCENT,-0.002,0.015,0.878,-1.280,-0.032,0.209,978.77,291.13,8196,1,34.000766,-81.000613,DDA7
512,51200,DESCENT,-0.010,0.011,0.867,-1.241,-0.039,0.142,979.02,288.92,8196,1,34.000768,-81.000614,42DB
513,51300,DESCENT,-0.004,0.013,0.874,-1.135,-0.157,0.164,979.28,286.70,8195,1,34.000769,-81.000616,93DC
514,51400,DESCENT,-0.005,0.017,0.887,-1.126,-0.133,0.184,979.54,284.48,8195,1,34.000771,-81.000617,BBAF
515,51500,DESCENT,-0.002,0.026,0.877,-1.095,-0.223,0.276,979.80,282.26,8194,1,34.000772,-81.000618,0745
516,51600,DESCENT,-0.006,0.015,0.895,-1.075,-0.197,0.272,980.06,280.04,8194,1,34.000774,-81.000619,6AF9
517,51700,DESCENT,-0.003,0.017,0.851,-1.019,-0.272,0.235,980.32,277.82,8194,1,34.000776,-81.000620,7A66
518,51800,DESCENT,-0.021,0.008,0.850,-0.984,-0.322,0.343,980.58,275.59,8193,1,34.000777,-81.000622,5C72
519,51900,DESCENT,-0.019,0.023,0.852,-0.918,-0.391,0.334,980.84,273.37,8193,1,34.000779,-81.000623,1D40
520,52000,DESCENT,-0.023,0.010,0.853,-0.916,-0.375,0.295,981.10,271.14,8192,1,34.000780,-81.000624,1DB5
521,52100,DESCENT,-0.010,0.022,0.841,-0.837,-0.422,0.404,981.36,268.91,8192,1,34.000782,-81.000625,35F1
522,52200,DESCENT,-0.025,0.015,0.854,-0.808,-0.504,0.420,981.62,266.69,8192,1,34.000783,-81.000626,5CB5
523,52300,DESCENT,-0.020,0.024,0.835,-0.807,-0.489,0.385,981.89,264.46,8191,1,34.000785,-81.000628,4668
524,52400,DESCENT,-0.027,0.015,0.809,-0.721,-0.544,0.442,982.15,262.23,8191,1,34.000786,-81.000629,D954
525,52500,DESCENT,-0.020,0.016,0.811,-0.679,-0.563,0.473,982.41,260.00,8190,1,34.000788,-81.000630,FA2B
526,52600,DESCENT,-0.021,0.012,0.814,-0.594,-0.670,0.471,982.67,257.77,8190,1,34.000789,-81.000631,38DA
527,52700,DESCENT,-0.024,0.009,0.801,-0.559,-0.641,0.423,982.93,255.54,8190,1,34.000791,-81.000632,D94B
528,52800,DESCENT,-0.018,0.011,0.824,-0.534,-0.690,0.521,983.19,253.31,8189,1,34.000792,-81.000634,989E
529,52900,DESCENT,-0.011,0.008,0.775,-0.453,-0.751,0.522,983.45,251.09,8189,1,34.000794,-81.000635,FE6F
530,53000,DESCENT,-0.012,0.013,0.800,-0.436,-0.786,0.519,983.71,248.86,8188,1,34.000795,-81.000636,77D1
531,53100,DESCENT,-0.013,0.013,0.771,-0.369,-0.832,0.522,983.97,246.63,8188,1,34.000796,-81.000637,4B34
532,53200,DESCENT,-0.019,0.011,0.796,-0.391,-0.827,0.569,984.24,244.41,8188,1,34.000798,-81.000638,5A0A
533,53300,DESCENT,-0.029,0.019,0.759,-0.298,-0.854,0.576,984.50,242.18,8187,1,34.000799,-81.000640,D1B3
534,53400,DESCENT,-0.020,0.024,0.787,-0.239,-0.867,0.531,984.76,239.96,8187,1,34.000801,-81.000641,0F42
535,53500,DESCENT,-0.025,0.016,0.751,-0.172,-0.866,0.562,985.02,237.74,8186,1,34.000802,-81.000642,FFEB
536,53600,DESCENT,-0.018,0.015,0.780,-0.178,-0.923,0.610,985.28,235.52,8186,1,34.000804,-81.000643,95F7
537,53700,DESCENT,-0.017,0.013,0.768,-0.036,-0.931,0.597,985.54,233.30,8186,1,34.000805,-81.000644,727E
538,53800,DESCENT,-0.022,0.006,0.754,-0.004,-0.951,0.628,985.80,231.08,8185,1,34.000807,-81.000646,B162
539,53900,DESCENT,-0.012,0.008,0.776,0.058,-0.983,0.645,986.06,228.87,8185,1,34.000808,-81.000647,8DFE
540,54000,DESCENT,-0.023,0.005,0.776,0.041,-1.016,0.681,986.32,226.65,8184,1,34.000810,-81.000648,DC7E
541,54100,DESCENT,-0.017,0.014,0.755,0.086,-1.073,0.618,986.58,224.44,8184,1,34.000811,-81.000649,D341
542,54200,DESCENT,-0.003,0.017,0.783,0.147,-1.061,0.688,986.84,222.23,8184,1,34.000813,-81.000650,9596
543,54300,DESCENT,-0.016,0.013,0.763,0.204,-1.109,0.640,987.10,220.03,8183,1,34.000814,-81.000652,3EF8
544,54400,DESCENT,-0.011,0.002,0.781,0.243,-1.042,0.695,987.36,217.82,8183,1,34.000816,-81.000653,E584
545,54500,DESCENT,-0.011,-0.000,0.781,0.338,-1.105,0.735,987.62,215.62,8182,1,34.000817,-81.000654,853C
546,54600,DESCENT,-0.006,0.006,0.760,0.372,-1.079,0.668,987.88,213.42,8182,1,34.000819,-81.000655,8FD3
547,54700,DESCENT,-0.002,0.009,0.779,0.451,-1.129,0.747,988.13,211.23,8182,1,34.000821,-81.000656,FA34
548,54800,DESCENT,-0.010,0.007,0.763,0.532,-1.115,0.735,988.39,209.04,8181,1,34.000822,-81.000658,608B
549,54900,DESCENT,0.002,-0.008,0.774,0.515,-1.066,0.714,988.65,206.85,8181,1,34.000824,-81.000659,2300
550,55000,DESCENT,-0.002,0.009,0.779,0.567,-1.069,0.722,988.91,204.66,8180,1,34.000825,-81.000660,B515
551,55100,DESCENT,-0.001,-0.007,0.770,0.654,-1.109,0.726,989.16,202.48,8180,1,34.000827,-81.000661,696C
552,55200,DESCENT,0.007,-0.012,0.769,0.718,-1.069,0.756,989.42,200.31,8180,1,34.000828,-81.000662,D0AF
553,55300,DESCENT,0.007,0.006,0.806,0.718,-1.075,0.786,989.68,198.13,8179,1,34.000830,-81.000664,D8CB
554,55400,DESCENT,-0.002,-0.010,0.798,0.746,-1.103,0.735,989.93,195.96,8179,1,34.000831,-81.000665,0AEB
555,55500,DESCENT,0.013,-0.015,0.827,0.800,-1.116,0.751,990.19,193.80,8178,1,34.000833,-81.000666,2234
556,55600,DESCENT,0.010,0.003,0.815,0.873,-1.021,0.766,990.44,191.64,8178,1,34.000834,-81.000667,04D4
557,55700,DESCENT,0.019,-0.016,0.845,0.943,-1.079,0.830,990.70,189.48,8178,1,34.000836,-81.000668,EC11
558,55800,DESCENT,0.015,-0.017,0.837,0.914,-1.082,0.782,990.95,187.33,8177,1,34.000837,-81.000670,4776
559,55900,DESCENT,0.021,-0.019,0.837,0.966,-1.030,0.761,991.20,185.18,8177,1,34.000839,-81.000671,4B23
560,56000,DESCENT,0.024,-0.004,0.828,1.003,-1.053,0.817,991.46,183.04,8176,1,34.000840,-81.000672,61A0
561,56100,DESCENT,0.019,-0.004,0.828,1.079,-0.972,0.784,991.71,180.90,8176,1,34.000841,-81.000673,2E0F
562,56200,DESCENT,0.020,-0.014,0.874,1.055,-0.980,0.797,991.96,178.77,8176,1,34.000843,-81.000674,B458
563,56300,DESCENT,0.011,-0.021,0.874,1.103,-0.909,0.818,992.21,176.65,8175,1,34.000844,-81.000676,1421
564,56400,DESCENT,0.024,-0.022,0.886,1.152,-0.897,0.837,992.46,174.52,8175,1,34.000846,-81.000677,F395
565,56500,DESCENT,0.009,-0.006,0.883,1.201,-0.887,0.832,992.71,172.41,8174,1,34.000847,-81.000678,E21F
566,56600,DESCENT,0.018,-0.005,0.893,1.227,-0.869,0.792,992.96,170.30,8174,1,34.000849,-81.000679,942A
567,56700,DESCENT,0.027,-0.017,0.865,1.234,-0.892,0.802,993.21,168.20,8174,1,34.000850,-81.000680,A964
568,56800,DESCENT,0.019,-0.009,0.899,1.249,-0.812,0.774,993.46,166.10,8173,1,34.000852,-81.000682,EB9B
569,56900,DESCENT,0.029,-0.018,0.881,1.313,-0.761,0.808,993.70,164.01,8173,1,34.000853,-81.000683,AF37
570,57000,DESCENT,0.025,-0.017,0.906,1.320,-0.726,0.839,993.95,161.92,8172,1,34.000855,-81.000684,B031
571,57100,DESCENT,0.016,-0.020,0.899,1.316,-0.760,0.826,994.20,159.85,8172,1,34.000856,-81.000685,A314
572,57200,DESCENT,0.014,-0.018,0.917,1.416,-0.695,0.758,994.44,157.78,8172,1,34.000858,-81.000686,FEF5
573,57300,DESCENT,0.025,-0.017,0.875,1.450,-0.693,0.818,994.69,155.71,8171,1,34.000859,-81.000688,B167
574,57400,DESCENT,0.021,-0.013,0.911,1.440,-0.604,0.799,994.93,153.65,8171,1,34.000861,-81.000689,267B
575,57500,DESCENT,0.009,-0.027,0.879,1.400,-0.577,0.765,995.17,151.60,8170,1,34.000862,-81.000690,787B
576,57600,DESCENT,0.027,-0.026,0.892,1.434,-0.548,0.772,995.41,149.56,8170,1,34.000864,-81.000691,47F8
577,57700,DESCENT,0.024,-0.023,0.888,1.447,-0.538,0.816,995.66,147.52,8170,1,34.000866,-81.000692,C981
578,57800,DESCENT,0.012,-0.011,0.904,1.483,-0.468,0.752,995.90,145.50,8169,1,34.000867,-81.000694,BA44
579,57900,DESCENT,0.013,-0.011,0.892,1.468,-0.471,0.789,996.13,143.48,8169,1,34.000869,-81.000695,6887
580,58000,DESCENT,0.008,-0.010,0.883,1.481,-0.400,0.698,996.37,141.46,8168,1,34.000870,-81.000696,0660
581,58100,DESCENT,0.018,-0.023,0.873,1.451,-0.321,0.695,996.61,139.46,8168,1,34.000872,-81.000697,C77C
582,58200,DESCENT,0.014,-0.010,0.886,1.525,-0.260,0.707,996.85,137.46,8168,1,34.000873,-81.000698,26BF
583,58300,DESCENT,0.011,-0.014,0.901,1.538,-0.305,0.751,997.08,135.48,8167,1,34.000875,-81.000700,05FA
584,58400,DESCENT,-0.000,-0.016,0.903,1.484,-0.230,0.675,997.32,133.50,8167,1,34.000876,-81.000701,8252
585,58500,DESCENT,0.002,-0.007,0.880,1.486,-0.223,0.725,997.55,131.53,8166,1,34.000878,-81.000702,A79A
586,58600,DESCENT,0.002,-0.024,0.855,1.523,-0.089,0.682,997.78,129.56,8166,1,34.000879,-81.000703,84E0
587,58700,DESCENT,0.000,-0.013,0.848,1.462,-0.083,0.701,998.02,127.61,8166,1,34.000881,-81.000704,47F4
588,58800,DESCENT,-0.007,-0.004,0.885,1.454,-0.005,0.639,998.25,125.67,8165,1,34.000882,-81.000706,39CF
589,58900,DESCENT,-0.003,-0.009,0.868,1.482,-0.020,0.698,998.48,123.73,8165,1,34.000884,-81.000707,A8E4
590,59000,DESCENT,-0.007,-0.019,0.873,1.424,0.069,0.671,998.70,121.80,8164,1,34.000885,-81.000708,AA67
591,59100,DESCENT,-0.004,-0.010,0.824,1.475,0.095,0.678,998.93,119.89,8164,1,34.000887,-81.000709,1CA9
592,59200,DESCENT,-0.011,-0.013,0.860,1.415,0.172,0.598,999.16,117.98,8164,1,34.000888,-81.000710,D77E
593,59300,DESCENT,-0.006,-0.012,0.851,1.443,0.194,0.582,999.38,116.08,8163,1,34.000889,-81.000712,FFD8
594,59400,DESCENT,-0.008,0.001,0.822,1.421,0.217,0.647,999.61,114.20,8163,1,34.000891,-81.000713,8F63
595,59500,DESCENT,-0.017,-0.004,0.819,1.405,0.274,0.618,999.83,112.32,8162,1,34.000892,-81.000714,DDE5
596,59600,DESCENT,-0.014,-0.009,0.821,1.354,0.313,0.623,1000.05,110.45,8162,1,34.000894,-81.000715,253D
597,59700,DESCENT,-0.018,0.001,0.798,1.324,0.324,0.612,1000.27,108.60,8162,1,34.000895,-81.000716,750F
598,59800,DESCENT,-0.003,-0.011,0.783,1.270,0.383,0.534,1000.49,106.75,8161,1,34.000897,-81.000718,E198
599,59900,DESCENT,-0.009,-0.003,0.816,1.323,0.463,0.506,1000.71,104.92,8161,1,34.000898,-81.000719,FF77
600,60000,DESCENT,-0.007,0.005,0.772,1.254,0.508,0.479,1000.93,103.09,8160,1,34.000900,-81.000720,4F9D
601,60100,DESCENT,-0.023,-0.001,0.786,1.209,0.468,0.470,1001.14,101.28,8160,1,34.000901,-81.000721,44F6
602,60200,DESCENT,-0.013,-0.009,0.797,1.216,0.590,0.535,1001.36,99.47,8160,1,34.000903,-81.000722,BAEE
603,60300,DESCENT,-0.022,0.003,0.765,1.129,0.535,0.435,1001.57,97.68,8159,1,34.000904,-81.000724,60F0
604,60400,DESCENT,-0.027,-0.003,0.759,1.089,0.656,0.413,1001.78,95.90,8159,1,34.000906,-81.000725,A2C5
605,60500,DESCENT,-0.018,0.001,0.775,1.104,0.635,0.397,1001.99,94.13,8158,1,34.000907,-81.000726,7AC9
606,60600,DESCENT,-0.029,0.011,0.789,1.051,0.702,0.430,1002.20,92.38,8158,1,34.000909,-81.000727,97E7
607,60700,DESCENT,-0.022,-0.005,0.755,0.974,0.759,0.424,1002.41,90.63,8158,1,34.000911,-81.000728,1AEB
608,60800,DESCENT,-0.025,0.008,0.750,1.011,0.721,0.419,1002.62,88.90,8157,1,34.000912,-81.000730,5BC4
609,60900,DESCENT,-0.016,0.005,0.756,0.896,0.808,0.373,1002.82,87.18,8157,1,34.000914,-81.000731,ED0B
610,61000,DESCENT,-0.021,0.001,0.750,0.854,0.799,0.370,1003.03,85.47,8156,1,34.000915,-81.000732,4D0E
611,61100,DESCENT,-0.010,-0.001,0.746,0.885,0.805,0.343,1003.23,83.77,8156,1,34.000917,-81.000733,0E79
612,61200,DESCENT,-0.025,0.011,0.757,0.850,0.872,0.310,1003.43,82.09,8156,1,34.000918,-81.000734,E8F6
613,61300,DESCENT,-0.010,0.011,0.759,0.785,0.894,0.268,1003.63,80.42,8155,1,34.000920,-81.000736,35FC
614,61400,DESCENT,-0.015,0.019,0.766,0.738,0.958,0.279,1003.83,78.76,8155,1,34.000921,-81.000737,3BE2
615,61500,DESCENT,-0.015,0.011,0.786,0.719,0.926,0.255,1004.02,77.11,8154,1,34.000923,-81.000738,43A2
616,61600,DESCENT,-0.021,0.013,0.789,0.591,0.970,0.278,1004.22,75.48,8154,1,34.000924,-81.000739,8E4A
617,61700,DESCENT,-0.010,0.021,0.775,0.529,0.960,0.260,1004.41,73.86,8154,1,34.000926,-81.000740,F448
618,61800,DESCENT,-0.007,0.008,0.787,0.561,1.052,0.190,1004.60,72.25,8153,1,34.000927,-81.000742,25F5
619,61900,DESCENT,-0.015,0.023,0.779,0.433,1.049,0.163,1004.79,70.66,8153,1,34.000929,-81.000743,BC9F
620,62000,DESCENT,-0.004,0.019,0.800,0.451,1.037,0.163,1004.98,69.08,8152,1,34.000930,-81.000744,2EF6
621,62100,DESCENT,-0.011,0.024,0.774,0.345,1.085,0.155,1005.17,67.52,8152,1,34.000932,-81.000745,9A2B
622,62200,DESCENT,-0.009,0.007,0.776,0.347,1.102,0.083,1005.35,65.97,8152,1,34.000933,-81.000746,6126
623,62300,DESCENT,-0.002,0.010,0.792,0.290,1.117,0.088,1005.53,64.43,8151,1,34.000934,-81.000748,503E
624,62400,DESCENT,-0.016,0.015,0.807,0.266,1.113,0.126,1005.72,62.91,8151,1,34.000936,-81.000749,00B2
625,62500,DESCENT,-0.008,0.023,0.823,0.176,1.099,0.045,1005.90,61.40,8150,1,34.000937,-81.000750,E682
626,62600,DESCENT,-0.006,0.011,0.832,0.135,1.129,0.000,1006.08,59.91,8150,1,34.000939,-81.000751,8014
